case_keep,run,policy,q_idx,question,reference,raw_reference,base_answer,final_answer,base_ok_score,final_ok_score,delta_ok_score,base_gold_ok,final_gold_ok,base_ent,base_con,final_ent,final_con,base_vs_reference,final_vs_reference,improvement_type,action
0,0,extract_K,797,where does a brisket come from on a cow,the breast or lower chest,the breast or lower chest,the chest,the chest,0.7480599179288506,0.7347006798495672,-0.013359238079283409,False,False,0.9142612814903259,0.02508704923093319,0.9142612814903259,0.02508704923093319,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,490,who are the cast members of ncis new orleans,Scott Bakula,Scott Bakula,Vanessa Ferlito,Vanessa Ferlito,0.0,0.0,0.0,False,False,0.007129364646971226,0.9842137098312378,0.007129364646971226,0.9842137098312378,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,511,when was the internet introduced to the public,September 1993,September 1993,1991,1991,0.0,0.0,0.0,False,False,0.032544977962970734,0.9407863616943359,0.032544977962970734,0.9407863616943359,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,781,who had the most governmental power under the articles of confederation,the states,the states,King George III,King George III,0.0,0.0,0.0,False,False,0.03475328907370567,0.8674248456954956,0.03475328907370567,0.8674248456954956,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,512,when is the womens ice skating for the olympics,21–23 February,21–23 February,February,February,0.8420366256327058,0.845264676848116,0.0032280512154102547,True,True,0.94418865442276,0.006035408936440945,0.94418865442276,0.006035408936440945,entailed,entailed,already_correct,extract_K10_detector_rerank
0,0,extract_K,96,when was i don't like mondays released,21 July 1979,21 July 1979,1985,1985,0.0,0.0,0.0,False,False,0.020072633400559425,0.9587042927742004,0.020072633400559425,0.9587042927742004,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,788,when did little house on the praire air,"September 11, 1974 (1974-09-11) – March 21, 1983","September 11, 1974 (1974-09-11) – March 21, 1983",aired in 1974,aired in 1974,0.4710019488260151,0.4710942758619786,9.23270359635131e-05,False,False,0.6057124733924866,0.12051495909690857,0.6057124733924866,0.12051495909690857,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,266,total goals scored by ronaldo in la liga,309,309,27,27,0.0,0.0,0.0,False,False,0.07777567952871323,0.8929803371429443,0.07777567952871323,0.8929803371429443,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,661,when will notre dame played michigan state again,2026,2026,Soon,Soon,0.27855455137323587,0.2788102083839476,0.0002556570107117295,False,False,0.4038708508014679,0.0033504851162433624,0.4038708508014679,0.0033504851162433624,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,74,what episode of pll does jenna get her sight back,If These Dolls Could Talk,If These Dolls Could Talk,Episode 12,Episode 12,0.23732814233750107,0.23732814233750107,0.0,False,False,0.052059322595596313,0.11056002974510193,0.052059322595596313,0.11056002974510193,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,60,what is a cup measurement in american recipes,equal to half a liquid pint,equal to half a liquid pint,cup,cup,0.011587654054164884,0.017149585485458377,0.005561931431293493,False,False,0.3932948112487793,0.41425207257270813,0.3932948112487793,0.41425207257270813,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,747,who was elected president in mexico in 2000,Vicente Fox,Vicente Fox,Vicente Fox,Vicente Fox,0.8646038046479224,0.8655176049470901,0.0009138002991676553,True,True,0.9025431871414185,0.04500162601470947,0.9025431871414185,0.04500162601470947,entailed,entailed,already_correct,extract_K10_detector_rerank
0,0,extract_K,423,where did maria work in west side story,the dress shop,the dress shop,Lincoln Center,Lincoln Center,0.0,0.0,0.0,False,False,0.1250578761100769,0.6835549473762512,0.1250578761100769,0.6835549473762512,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,493,who is the owner of the crowne plaza,InterContinental Hotels Group,InterContinental Hotels Group,John Smith,John Smith,0.0,0.0,0.0,False,False,0.1275283396244049,0.7034925222396851,0.1275283396244049,0.7034925222396851,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,704,who invented the first computer game in 1962 and what was the name of the game,Spacewar!,Spacewar!,Spacewar!,Spacewar!,0.9187058286415413,0.9190006025042384,0.0002947738626971619,True,True,0.9525021314620972,0.017444761469960213,0.9525021314620972,0.017444761469960213,entailed,entailed,already_correct,extract_K10_detector_rerank
0,0,extract_K,604,where did little mix come in x factor,They were the first group to win the competition,They were the first group to win the competition,Factor in 2011,Factor in 2011,0.046812277473509314,0.048543781042099,0.0017315035685896846,False,False,0.17251673340797424,0.257281094789505,0.17251673340797424,0.257281094789505,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,330,who built pedestrian bridge at florida international university,Munilla Construction Management,Munilla Construction Management,FIU,FIU,0.0,0.0,0.0,False,False,0.08398853987455368,0.874013364315033,0.08398853987455368,0.874013364315033,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,697,when did the jurassic park movies come out,1993,1993,AND 1997,AND 1997,0.0,0.0,0.0,False,False,0.024762753397226334,0.7903933525085449,0.024762753397226334,0.7903933525085449,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,652,what is the meaning of the song fool on the hill,"a solitary figure who is not understood by others, but is actually wise","a solitary figure who is not understood by others, but is actually wise",and vulnerability,and vulnerability,0.12049840483814478,0.12049840483814478,0.0,False,False,0.23859228193759918,0.03832892328500748,0.23859228193759918,0.03832892328500748,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,770,how many votes to approve supreme court justice,A simple majority,A simple majority,60,60,0.17750374171882868,0.17938937824219467,0.0018856365233659855,False,False,0.24227431416511536,0.033867500722408295,0.24227431416511536,0.033867500722408295,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,487,which of these mountain ranges in india's longest railway tunnel constructed,the Pir Panjal Range in Jammu and Kashmir,the Pir Panjal Range in Jammu and Kashmir,Himalayas,Himalayas,0.0,0.0,0.0,False,False,0.057809192687273026,0.8483846187591553,0.057809192687273026,0.8483846187591553,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,116,who told the story of the prodigal son,Jesus Christ,Jesus Christ,Bible,Bible,0.04193833712488413,0.04334081411361695,0.0014024769887328176,False,False,0.2831064462661743,0.2832959294319153,0.2831064462661743,0.2832959294319153,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,242,who is the president of the republic of zambia,Edgar Lungu,Edgar Lungu,Edgar Lungu,Edgar Lungu,0.8968719059042634,0.8978070931881666,0.0009351872839032938,True,True,0.9225667715072632,0.024309292435646057,0.9225667715072632,0.024309292435646057,entailed,entailed,already_correct,extract_K10_detector_rerank
0,0,extract_K,738,where does jack ryan live in patriot games,"Chesapeake Bay, south of Annapolis in Maryland","Chesapeake Bay, south of Annapolis in Maryland",Scotland,Scotland,0.0,0.0,0.0,False,False,0.0031501769553869963,0.9919607043266296,0.0031501769553869963,0.9919607043266296,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,538,what is the time setting of game of thrones,medieval,medieval,700s,700s,0.11125461142510176,0.11189351193606854,0.0006389005109667806,False,False,0.08300365507602692,0.029095008969306946,0.08300365507602692,0.029095008969306946,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,690,architectural elements forming rib vaults eg wells cathedral,two to three barrel vaults,two to three barrel vaults,Ribs,Ribs,0.0,0.0,0.0,False,False,0.17710435390472412,0.6816583871841431,0.17710435390472412,0.6816583871841431,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,312,the father son and holy spirit in latin,in nomine Patris et Filii et Spiritus Sancti,in nomine Patris et Filii et Spiritus Sancti,Patrem,Patrem,0.194796060025692,0.194796060025692,0.0,False,False,0.6609737873077393,0.2275407612323761,0.6609737873077393,0.2275407612323761,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,209,what is the second largest country in asia,China,China,China,China,0.8860755245573819,0.887236266899854,0.0011607423424720986,True,True,0.8918655514717102,0.021425094455480576,0.8918655514717102,0.021425094455480576,entailed,entailed,already_correct,extract_K10_detector_rerank
0,0,extract_K,630,how many times have the golden state warriors been to the playoffs,nine,nine,8,8,0.0,0.0,0.0,False,False,0.061235278844833374,0.8531126379966736,0.061235278844833374,0.8531126379966736,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,2,when did the vikings first sail and reach britain,786–802,786–802,800,800,0.1613801284134388,0.1613801284134388,0.0,False,False,0.3725082278251648,0.44748520851135254,0.3725082278251648,0.44748520851135254,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,455,who wrote how do you do it by gerry and the pacemakers,Mitch Murray,Mitch Murray,the Pacemakers,the Pacemakers,0.0,0.0,0.0,False,False,0.08723524212837219,0.6794456839561462,0.08723524212837219,0.6794456839561462,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,337,where does the arrow of a wind vane point,the direction from which the wind is blowing,the direction from which the wind is blowing,North,North,0.09228229112923146,0.0940388023853302,0.0017565112560987417,False,False,0.019550304859876633,0.029805988073349,0.019550304859876633,0.029805988073349,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,518,when was the canadian pacific railway started and finished,between 1881 and 1885,between 1881 and 1885,1885,1885,0.4675159715116024,0.47338653765618804,0.005870566144585643,False,False,0.7487428784370422,0.06517718732357025,0.7487428784370422,0.06517718732357025,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,677,mount and blade with fire and sword time period,1648-51,1648-51,Middle Ages,Middle Ages,0.36583925257436933,0.3661987743806094,0.0003595218062400485,False,False,0.6263611316680908,0.017901411280035973,0.6263611316680908,0.017901411280035973,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,267,what type of tale is the pardoner's tale,an extended exemplum,an extended exemplum,Allegory,Allegory,0.45140291992574927,0.47081795427948236,0.019415034353733096,False,False,0.8943928480148315,0.03618151694536209,0.8943928480148315,0.03618151694536209,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,638,batman the enemy with episode 5 release date,"March 27, 2018","March 27, 2018",Episode 5,Episode 5,0.06780097304144875,0.06796520948410034,0.0001642364426515941,False,False,0.10091449320316315,0.1601739525794983,0.10091449320316315,0.1601739525794983,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,152,where was the war of the planet of the apes filmed,Lower Mainland in Vancouver,Lower Mainland in Vancouver,California,California,0.0,0.0,0.0,False,False,0.008234549313783646,0.981672465801239,0.008234549313783646,0.981672465801239,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,762,what is the definition of ph in water,"neutral, at pH 7 (25 °C), being neither an acid nor a base","neutral, at pH 7 (25 °C), being neither an acid nor a base",water: 7.0,water: 7.0,0.35869169425219305,0.35869169425219305,0.0,False,False,0.5891265273094177,0.0804072842001915,0.5891265273094177,0.0804072842001915,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,40,interferons alpha and beta are effective against viruses,"IFN-α can be used to treat hepatitis B and C infections, while IFN-β can be used to treat multiple sclerosis","IFN-α can be used to treat hepatitis B and C infections, while IFN-β can be used to treat multiple sclerosis",Interferons,Interferons,0.07645648382604123,0.0805828131735325,0.00412632934749127,False,False,0.29532390832901,0.17407193779945374,0.29532390832901,0.17407193779945374,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,0,what was the name of the horse in steptoe and son,Hercules,Hercules,Sonny,Sonny,0.0,0.0,0.0,False,False,0.020996110513806343,0.9682493209838867,0.020996110513806343,0.9682493209838867,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,30,what's the significance of the boston massacre,to encourage rebellion against the British authorities,to encourage rebellion against the British authorities,American history,American history,0.0,0.0,0.0,False,False,0.04140189290046692,0.846885621547699,0.04140189290046692,0.846885621547699,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,55,what is the multiplication sign on the computer,a rotationally symmetric saltire,a rotationally symmetric saltire,,,0.1,0.1,0.0,False,False,0.0,0.0,0.0,0.0,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,431,what does the stars and stripes mean on the american flag,the 50 states of the United States of America,the 50 states of the United States of America,13 COLONIES,13 COLONIES,0.0,0.0,0.0,False,False,0.02800472266972065,0.9114435315132141,0.02800472266972065,0.9114435315132141,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,85,who played maudie in the movie el dorado,Charlene Holt,Charlene Holt,Melanie Griffith,Melanie Griffith,0.0,0.0,0.0,False,False,0.03286246210336685,0.9423184990882874,0.03286246210336685,0.9423184990882874,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,394,which site of an enzyme is called allosteric site,regulatory site,regulatory site,Allosteric site,Allosteric site,0.0,0.0,0.0,False,False,0.1295604705810547,0.8093459606170654,0.1295604705810547,0.8093459606170654,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,610,trick taking card game name derived from spanish for man,Skat,Skat,Manos,Manos,0.0,0.0,0.0,False,False,0.11873674392700195,0.8089585900306702,0.11873674392700195,0.8089585900306702,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,138,where is the taurus mountains located on a map,37°N 33°E﻿ / ﻿37°N 33°E,37°N 33°E﻿ / ﻿37°N 33°E,located in Turkey,located in Turkey,0.08042015488026663,0.08053285628557205,0.00011270140530542094,False,False,0.012551330029964447,0.09733571857213974,0.012551330029964447,0.09733571857213974,neutral,neutral,still_wrong,extract_K10_detector_rerank
0,0,extract_K,539,who starred in the movie on golden pond,Katharine Hepburn,Katharine Hepburn,Henry Fonda,Henry Fonda,0.0,0.0,0.0,False,False,0.002783901523798704,0.9912831783294678,0.002783901523798704,0.9912831783294678,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,614,who scored the most points in their nba career,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,0.9093443936575204,0.9101992219593376,0.0008548283018171565,True,True,0.9370265007019043,0.019077958539128304,0.9370265007019043,0.019077958539128304,entailed,entailed,already_correct,extract_K10_detector_rerank
0,0,extract_K,720,when did the song here comes the boom come out,May 2002,May 2002,1985,1985,0.0,0.0,0.0,False,False,0.019146237522363663,0.9716335535049438,0.019146237522363663,0.9716335535049438,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,295,who is the all time leading scorer in ncaa tournament history,Pete Maravich,Pete Maravich,UConn's Kemba Walker,UConn's Kemba Walker,0.0,0.0,0.0,False,False,0.004435721319168806,0.9799305200576782,0.004435721319168806,0.9799305200576782,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,307,who sang i want to be bobbys girl,Marcie Blane,Marcie Blane,Chesney Hawkes,Chesney Hawkes,0.0,0.0,0.0,False,False,0.008519252762198448,0.9845935702323914,0.008519252762198448,0.9845935702323914,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,77,who is the current defence against the dark arts teacher,Amycus Carrow,Amycus Carrow,Professor McGonagall,Professor McGonagall,0.0,0.0,0.0,False,False,0.00877419114112854,0.9753546714782715,0.00877419114112854,0.9753546714782715,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,353,what part of brain is responsible for complex thinking,the frontal lobe,the frontal lobe,Prefrontal cortex,Prefrontal cortex,0.5224198965728283,0.5230071733146906,0.0005872767418623193,False,False,0.7494333386421204,0.0848432332277298,0.7494333386421204,0.0848432332277298,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,527,who was the governor general of india when country became independent,"Louis Mountbatten, 1st Earl Mountbatten of Burma","Louis Mountbatten, 1st Earl Mountbatten of Burma",Lord Mountbatten,Lord Mountbatten,0.6949061594396415,0.6956295282538566,0.0007233688142150863,False,False,0.8921631574630737,0.02299642190337181,0.8921631574630737,0.02299642190337181,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,685,what is the movie about six degrees of separation,Six Degrees of Separation,Six Degrees of Separation,Separation,Separation,0.5695803476497531,0.5700986409094184,0.0005182932596653478,False,False,0.8735805749893188,0.02360268495976925,0.8735805749893188,0.02360268495976925,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,521,where does this season's survivor take place,"Mamanuca Islands, Fiji","Mamanuca Islands, Fiji",Borneo,Borneo,0.0,0.0,0.0,False,False,0.04960830509662628,0.9169318675994873,0.04960830509662628,0.9169318675994873,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,554,how many episodes in game if thrones season 7,seven,seven,7,7,0.6811243420024403,0.6824540247698315,0.0013296827673912048,False,False,0.9502915143966675,0.0059167505241930485,0.9502915143966675,0.0059167505241930485,entailed,entailed,still_wrong,extract_K10_detector_rerank
0,0,extract_K,377,what rights do eu citizens have under the privacy shield,the benefits of the US Privacy Act,the benefits of the US Privacy Act,freedom of movement,freedom of movement,0.0,0.0,0.0,False,False,0.032523710280656815,0.8556784987449646,0.032523710280656815,0.8556784987449646,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,390,who is the king and queen of the netherlands,King Willem-Alexander,King Willem-Alexander,Queen Maxima,Queen Maxima,0.0,0.0,0.0,False,False,0.014489670284092426,0.9689878225326538,0.014489670284092426,0.9689878225326538,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,154,who did the music for your lie in april,Masaru Yokoyama,Masaru Yokoyama,Yuki Kajiura,Yuki Kajiura,0.0,0.0,0.0,False,False,0.026130322366952896,0.9581875205039978,0.026130322366952896,0.9581875205039978,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,662,what is the origin of the name marilyn,a blend of the English given names Mary and Lynn,a blend of the English given names Mary and Lynn,Marilyn Monroe,Marilyn Monroe,0.0,0.0,0.0,False,False,0.01586722768843174,0.883654773235321,0.01586722768843174,0.883654773235321,contradict,contradict,still_wrong,extract_K10_detector_rerank
0,0,extract_K,555,what emperor took over france after the reign of terror,Napoleon Bonaparte,Napoleon Bonaparte,Napoleon,Napoleon,0.7834661938312153,0.7858356969493131,0.0023695031180978043,True,True,0.8862029910087585,0.03803742304444313,0.8862029910087585,0.03803742304444313,entailed,entailed,already_correct,extract_K10_detector_rerank
1,0,detector_conditioned_extract,796,various artists the secret of my success songs,"""The Secret of My Success"" (performed by Night Ranger)","""The Secret of My Success"" (performed by Night Ranger)",Bruce Springsteen,Various artists,0.0,0.0661645656451583,0.0661645656451583,False,False,0.015389088541269302,0.9546394944190979,0.15036572515964508,0.008222423493862152,contradict,neutral,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,786,who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier,Georges Auguste Escoffier,Georges Auguste Escoffier,Georges Auguste Escoffier,0.8749426706135274,0.8763980964571237,0.0014554258435963696,True,True,0.9094469547271729,0.03809158504009247,0.9094469547271729,0.03809158504009247,entailed,entailed,already_correct,keep_high_conf
1,0,detector_conditioned_extract,124,the man in the high castle episode 1 season 1,The New World,The New World,Juliana,"1"" is:",0.0,0.0,0.0,False,False,0.05340256169438362,0.7001853585243225,0.23744262754917145,0.4085991680622101,contradict,neutral,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,505,where does prime rib come from on a cow,the primal rib,the primal rib,Rib,Rib,0.6201449606567621,0.6333590675145387,0.013214106857776686,False,False,0.936211347579956,0.01293603889644146,0.936211347579956,0.01293603889644146,entailed,entailed,still_wrong,strict_mix_K10_group=ANSWER_sc_rerank
0,0,detector_conditioned_extract,698,when was the mission san antonio de valero built,the 18th century,the 18th century,1718,1718,0.29727044817060233,0.29863095529377465,0.0013605071231723165,False,False,0.36664488911628723,0.14441056549549103,0.36664488911628723,0.14441056549549103,neutral,neutral,still_wrong,strict_mix_K10_group=ANSWER_sc_rerank_keep_base
1,0,detector_conditioned_extract,194,who wrote the song fly me to the moon,Bart Howard,Bart Howard,Frank Sinatra,Bart Howard,0.0,0.7953177357930691,0.7953177357930691,False,True,0.010677492246031761,0.9782746434211731,0.9237701296806335,0.02712038718163967,contradict,entailed,fixed,force_extract_rerank
0,0,detector_conditioned_extract,103,who plays dusty in the movie pure country,George Strait,George Strait,Isla Fisher,Isla Fisher,0.0,0.0,0.0,False,False,0.016486020758748055,0.9613345265388489,0.016486020758748055,0.9613345265388489,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,790,what is the cross on a letter t called,crossbar,crossbar,Tail,Tail,0.0,0.0,0.0,False,False,0.16917656362056732,0.7275828123092651,0.16917656362056732,0.7275828123092651,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,321,the core of the sun in which the sun's thermonuclear energy is produced takes up about,extends from the center to about 20–25% of the solar radius,extends from the center to about 20–25% of the solar radius,Core,Core,0.1365599618293345,0.1372828774154186,0.0007229155860841163,False,False,0.5830133557319641,0.25722643733024597,0.5830133557319641,0.25722643733024597,entailed,entailed,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,629,when was the last time vancouver had an earthquake,1946,1946,2018,2018,0.0,0.0,0.0,False,False,0.02515489235520363,0.9535207152366638,0.02515489235520363,0.9535207152366638,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,429,when was the last time ny rangers won stanley cup,1993–94,1993–94,1994,1994,0.5665141776576639,0.5679887310042977,0.0014745533466338223,False,False,0.7878000140190125,0.05316717177629471,0.7878000140190125,0.05316717177629471,entailed,entailed,still_wrong,strict_mix_K10_group=ANSWER_sc_rerank_keep_base
0,0,detector_conditioned_extract,445,where is the diaphragm located on the human body,the inferior thoracic border,the inferior thoracic border,located on abdomen,located on abdomen,0.4210507371230051,0.4210507371230051,0.0,False,False,0.8093425631523132,0.04900902509689331,0.8093425631523132,0.04900902509689331,entailed,entailed,still_wrong,strict_mix_K10_group=ANSWER_sc_rerank
0,0,detector_conditioned_extract,376,where does cortisol come from in the body,the zona fasciculata of the adrenal cortex within the adrenal gland,the zona fasciculata of the adrenal cortex within the adrenal gland,adrenal glands,Adrenal glands,0.5047214937629179,0.5143845671993823,0.009663073436464442,False,False,0.8710315823554993,0.027981260791420937,0.8736990094184875,0.0187531728297472,entailed,entailed,still_wrong,strict_mix_K10_group=ANSWER_sc_rerank
0,0,detector_conditioned_extract,574,who sings two pints of lager and a packet of crisps,Splodgenessabounds,Splodgenessabounds,Frank Skinner,Frank Skinner,0.0,0.0,0.0,False,False,0.051402315497398376,0.8712306618690491,0.051402315497398376,0.8712306618690491,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,277,who played gareth in four weddings and a funeral,Simon Callow,Simon Callow,Matthew Rhys,Matthew Rhys,0.0,0.0,0.0,False,False,0.004767005331814289,0.9892218112945557,0.004767005331814289,0.9892218112945557,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,158,when did they stop cigarette advertising on television,"January 2, 1971","January 2, 1971",1971,1971,0.7901407907158137,0.7916569739021361,0.0015161831863224062,False,False,0.9206445813179016,0.007633087690919638,0.9206445813179016,0.007633087690919638,entailed,entailed,still_wrong,mid_mix_K10_group=ANSWER_sc_rerank
0,0,detector_conditioned_extract,230,what is the meaning of the word autumn,connotations of the passing of the year,connotations of the passing of the year,Autumn = Fall,Autumn means fall,0.0907333831768483,0.10119722924137023,0.010463846064521928,False,False,0.060751765966415405,0.043674107640981674,0.014569311402738094,0.0060793873853981495,neutral,neutral,still_wrong,force_extract_rerank
1,0,detector_conditioned_extract,699,what is the second book in the alchemyst series,The Magician,The Magician,Sabriel,Merchant of Dreams,0.0,0.22083839131519198,0.22083839131519198,False,False,0.11039888113737106,0.5040398240089417,0.5419355630874634,0.026661839336156845,contradict,entailed,still_wrong,force_extract_rerank
1,0,detector_conditioned_extract,605,who is jojo in horton hears a who,Jesse McCartney,Jesse McCartney,the cat,best friend,0.0,0.0,0.0,False,False,0.019883127883076668,0.9630182385444641,0.03260815516114235,0.15730074048042297,contradict,neutral,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,181,who starred in an officer and a gentleman,Richard Gere,Richard Gere,Richard Gere,Richard Gere,0.9172694205911831,0.9175357190798968,0.0002662984887137343,True,True,0.9447823166847229,0.01565895415842533,0.9447823166847229,0.01565895415842533,entailed,entailed,already_correct,keep_high_conf
0,0,detector_conditioned_extract,235,when was the first star wars film released,"May 25, 1977","May 25, 1977",1977,1977,0.7952526242844761,0.7967305748164654,0.0014779505319892916,False,False,0.9309532046318054,0.007198367267847061,0.9309532046318054,0.007198367267847061,entailed,entailed,still_wrong,mid_mix_K10_group=ANSWER_sc_rerank
0,0,detector_conditioned_extract,622,what is the use of adobe flash cs3 professional,supported modern programming practices and enabled business applications to be developed with Flash,supported modern programming practices and enabled business applications to be developed with Flash,interactive content,interactive content,0.22708061045268552,0.22722316244617105,0.0001425519934855346,False,False,0.386553555727005,0.053401071578264236,0.386553555727005,0.053401071578264236,neutral,neutral,still_wrong,strict_mix_K10_group=ANSWER_sc_rerank
0,0,detector_conditioned_extract,9,the fellowship of the ring director's cut length,228 minutes,228 minutes,204 minutes,204 minutes,0.0,0.0,0.0,False,False,0.05086306110024452,0.9217197299003601,0.05086306110024452,0.9217197299003601,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,734,who sang it my party and i'll cry if i want to in the 80,Dave Stewart and Barbara Gaskin,Dave Stewart and Barbara Gaskin,Cyndi Lauper,Cyndi Lauper,0.0,0.0,0.0,False,False,0.006471923552453518,0.981685996055603,0.006471923552453518,0.981685996055603,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,396,who plays jack in battle of the sexes,Bill Pullman,Bill Pullman,Emma Stone,Emma Stone,0.0,0.0,0.0,False,False,0.0029707106295973063,0.9923375248908997,0.0029707106295973063,0.9923375248908997,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,484,this inventor co-created the film fred ott’s sneeze,Edison,Edison,Fred Ott,Fred Ott,0.0,0.0,0.0,False,False,0.016791649162769318,0.969338059425354,0.016791649162769318,0.969338059425354,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,401,when did the new day win the tag team titles,2016,2016,2018,2018,0.0,0.0,0.0,False,False,0.01417504996061325,0.9527803659439087,0.01417504996061325,0.9527803659439087,contradict,contradict,still_wrong,force_extract_rerank
1,0,detector_conditioned_extract,462,what does the sun represent on the uruguay flag,represents the May Revolution of 1810,represents the May Revolution of 1810,Fire,national identity,0.0,0.0,0.0,False,False,0.10777737200260162,0.7855333089828491,0.22308005392551422,0.18904635310173035,contradict,neutral,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,221,where will the first round of march madness be played,"PPG Paints Arena, Pittsburgh, Pennsylvania (Host: Duquesne University)","PPG Paints Arena, Pittsburgh, Pennsylvania (Host: Duquesne University)",Indianapolis,Indianapolis,0.0,0.0,0.0,False,False,0.0020534670911729336,0.994619607925415,0.0020534670911729336,0.994619607925415,contradict,contradict,still_wrong,force_extract_rerank
0,0,detector_conditioned_extract,735,who has the most catches in nfl history,Jerry Rice,Jerry Rice,Jerry Rice,Jerry Rice,0.9119363821018488,0.9124908045306802,0.0005544224288314137,True,True,0.9431017637252808,0.019471101462841034,0.9431017637252808,0.019471101462841034,entailed,entailed,already_correct,keep_high_conf
0,0,detector_conditioned_extract,621,who was the buccaneers qb when they won the superbowl,Brad Johnson,Brad Johnson,Brad Johnson,Brad Johnson,0.9104600126761944,0.9109729378391057,0.0005129251629113485,True,True,0.9446694254875183,0.021447381004691124,0.9446694254875183,0.021447381004691124,entailed,entailed,already_correct,keep_high_conf
