question,answer
who is the girl in the hinder video lips of an angel,Halsey
who is the girl in the hinder video lips of an angel,Halsey
who is the girl in the hinder video lips of an angel,Halsey
who wrote the declaration of man and citizen,Rousseau
who wrote the declaration of man and citizen,Rousseau
who wrote the declaration of man and citizen,Rousseau
who sings you can't get what you want,The Beatles
who sings you can't get what you want,The Beatles
who sings you can't get what you want,The Beatles
what is the largest magnitude earthquake that has occurred in the pacific northwest,Cascadia
what is the largest magnitude earthquake that has occurred in the pacific northwest,Cascadia
what is the largest magnitude earthquake that has occurred in the pacific northwest,Cascadia
where is the protien made in the cell,Ribosomes
where is the protien made in the cell,Ribosomes
where is the protien made in the cell,Ribosomes
when was the first australian prime minister elected,1901
when was the first australian prime minister elected,1901
when was the first australian prime minister elected,1901
architectural elements forming rib vaults eg wells cathedral,Ribs
architectural elements forming rib vaults eg wells cathedral,Ribs
architectural elements forming rib vaults eg wells cathedral,Ribs
who wrote the song i hate you i love you,Justin Bieber
who wrote the song i hate you i love you,Justin Bieber
who wrote the song i hate you i love you,Justin Bieber
when was the dome of the rock completed,780
when was the dome of the rock completed,780
when was the dome of the rock completed,780
what is the cross on a letter t called,Tail
what is the cross on a letter t called,Tail
what is the cross on a letter t called,Tail
who sang the end of the world as we know it,REM
who sang the end of the world as we know it,REM
who sang the end of the world as we know it,REM
when did the astros change from the national league to the american league,1961
when did the astros change from the national league to the american league,1961
when did the astros change from the national league to the american league,1961
when was the first episode of scooby doo,1969
when was the first episode of scooby doo,1969
when was the first episode of scooby doo,1969
who is the president of the republic of zambia,Edgar Lungu
who is the president of the republic of zambia,Edgar Lungu
who is the president of the republic of zambia,Edgar Lungu
where will the cricket world cup 2019 be held,held in England
where will the cricket world cup 2019 be held,held in England
where will the cricket world cup 2019 be held,held in England
where are the spanish steps located in italy,Florence
where are the spanish steps located in italy,Florence
where are the spanish steps located in italy,Florence
when did the smoking ban in public places start,2007
when did the smoking ban in public places start,2007
when did the smoking ban in public places start,2007
where do the greasers live in the outsiders,Cherokee Street
where do the greasers live in the outsiders,Cherokee Street
where do the greasers live in the outsiders,Cherokee Street
criminal minds episode where jj becomes a profiler,The Fight
criminal minds episode where jj becomes a profiler,The Fight
criminal minds episode where jj becomes a profiler,The Fight
interferons alpha and beta are effective against viruses,Interferons
interferons alpha and beta are effective against viruses,Interferons
interferons alpha and beta are effective against viruses,Interferons
who played the villain in tiger zinda hai,Salman Khan
who played the villain in tiger zinda hai,Salman Khan
who played the villain in tiger zinda hai,Salman Khan
when did are you smarter than a 5th grader first air,1999
when did are you smarter than a 5th grader first air,1999
when did are you smarter than a 5th grader first air,1999
when did disney art of animation resort open,1989
when did disney art of animation resort open,1989
when did disney art of animation resort open,1989
what type of tale is the pardoner's tale,Allegory
what type of tale is the pardoner's tale,Allegory
what type of tale is the pardoner's tale,Allegory
how many episodes in game if thrones season 7,7
how many episodes in game if thrones season 7,7
how many episodes in game if thrones season 7,7
how many players have scored 10000 runs in odi,Sachin Tendulkar
how many players have scored 10000 runs in odi,Sachin Tendulkar
how many players have scored 10000 runs in odi,Sachin Tendulkar
who was the first chief minister of west bengal,Jyoti Basu
who was the first chief minister of west bengal,Jyoti Basu
who was the first chief minister of west bengal,Jyoti Basu
when was the last time the denver nuggets made the playoffs,2019
when was the last time the denver nuggets made the playoffs,2019
when was the last time the denver nuggets made the playoffs,2019
who won the most medals in the 1924 winter olympics,Sigfrid Edström
who won the most medals in the 1924 winter olympics,Sigfrid Edström
who won the most medals in the 1924 winter olympics,Sigfrid Edström
what is the full form of ib board,International Baccalaureate
what is the full form of ib board,International Baccalaureate
what is the full form of ib board,International Baccalaureate
who played gareth in four weddings and a funeral,Matthew Rhys
who played gareth in four weddings and a funeral,Matthew Rhys
who played gareth in four weddings and a funeral,Matthew Rhys
when did the passion of the christ come out,2004
when did the passion of the christ come out,2004
when did the passion of the christ come out,2004
in what part of the digestive tube do you expect the initial digestion of starch,Small intestine
in what part of the digestive tube do you expect the initial digestion of starch,Small intestine
in what part of the digestive tube do you expect the initial digestion of starch,Small intestine
what emperor took over france after the reign of terror,Napoleon
what emperor took over france after the reign of terror,Napoleon
what emperor took over france after the reign of terror,Napoleon
a single period of precession of earth's axis is completed in about,365.24 days
a single period of precession of earth's axis is completed in about,365.24 days
a single period of precession of earth's axis is completed in about,365.24 days
where was uncle tom's cabin first published,Harper's Magazine
where was uncle tom's cabin first published,Harper's Magazine
where was uncle tom's cabin first published,Harper's Magazine
who sang original i want a hippopotamus for christmas,Red-Nosed Reindeer
who sang original i want a hippopotamus for christmas,Red-Nosed Reindeer
who sang original i want a hippopotamus for christmas,Red-Nosed Reindeer
where does dividends go on cash flow statement,Operating
where does dividends go on cash flow statement,Operating
where does dividends go on cash flow statement,Operating
who wrote and performed i can only imagine,MercyMe
who wrote and performed i can only imagine,MercyMe
who wrote and performed i can only imagine,MercyMe
what is the purse for the senior open,is $500
what is the purse for the senior open,is $500
what is the purse for the senior open,Purse
who stepped out of the dithyrambic chorus to become the first actor,Forrest Gump
who stepped out of the dithyrambic chorus to become the first actor,Forrest Gump
who stepped out of the dithyrambic chorus to become the first actor,Forrest Gump
when did krakow become the capital of poland,Poland in 1569
when did krakow become the capital of poland,Poland in 1569
when did krakow become the capital of poland,Poland in 1569
where does the word seed come from in sports,or planted
where does the word seed come from in sports,or planted
where does the word seed come from in sports,or planted
when did little house on the praire air,1974
when did little house on the praire air,1974
when did little house on the praire air,1974
what is the number of basic units in the international system of units,7
what is the number of basic units in the international system of units,7
what is the number of basic units in the international system of units,7
where did the name huey helicopter come from,Huey
where did the name huey helicopter come from,Huey
where did the name huey helicopter come from,Huey
first who wants to be a millionaire winner uk,Chris Tarrant
first who wants to be a millionaire winner uk,Chris Tarrant
first who wants to be a millionaire winner uk,Chris Tarrant
where does the red wolf live in the world,North America
where does the red wolf live in the world,North America
where does the red wolf live in the world,North America
who sings the original windmills of your mind,Stevie Wonder
who sings the original windmills of your mind,Stevie Wonder
who sings the original windmills of your mind,Stevie Wonder
who's the guy in call me maybe,Justin Bieber
who's the guy in call me maybe,Justin Bieber
who's the guy in call me maybe,Justin Bieber
when did world war one begin and end,1914
when did world war one begin and end,1914
when did world war one begin and end,1914
what do mobile numbers start with in the uk,07
what do mobile numbers start with in the uk,07
what do mobile numbers start with in the uk,07
who played santa in the santa clause movies,Tim Allen
who played santa in the santa clause movies,Tim Allen
who played santa in the santa clause movies,Tim Allen
total goals scored by ronaldo in la liga,27
total goals scored by ronaldo in la liga,27
total goals scored by ronaldo in la liga,27
what was the name of the first continent,Africa
what was the name of the first continent,Africa
what was the name of the first continent,Africa
when did hootie and the blowfish come out,1987
when did hootie and the blowfish come out,1987
when did hootie and the blowfish come out,1987
where is the food stored in a yam plant,Yam storage
where is the food stored in a yam plant,Yam storage
where is the food stored in a yam plant,Yam storage
where will the first round of march madness be played,Indianapolis
where will the first round of march madness be played,Indianapolis
where will the first round of march madness be played,Indianapolis
when did fender start making amps in mexico,1985
when did fender start making amps in mexico,1985
when did fender start making amps in mexico,1985
who plays chummy's mother in call the midwife,Miranda Hart
who plays chummy's mother in call the midwife,Miranda Hart
who plays chummy's mother in call the midwife,Miranda Hart
when is the new tappan zee bridge going to be finished,finished in 2023
when is the new tappan zee bridge going to be finished,finished in 2023
when is the new tappan zee bridge going to be finished,finished in 2023
what color flame test indicates the presence of strontium,Red
what color flame test indicates the presence of strontium,Red
what color flame test indicates the presence of strontium,Red
how much for a passport in the philippines,"PHP 7,000"
how much for a passport in the philippines,"PHP 7,000"
how much for a passport in the philippines,"PHP 7,000"
who wrote lord have mercy on the working man,Lord Byron
who wrote lord have mercy on the working man,Lord Byron
who wrote lord have mercy on the working man,Lord Byron
when does season 7 game of thrones dvd release,Spring 2024
when does season 7 game of thrones dvd release,Spring 2024
when does season 7 game of thrones dvd release,Spring 2024
what is a live well in a boat,Hull
what is a live well in a boat,Hull
what is a live well in a boat,Hull
when was the last time lebron scored 50 points,2014
when was the last time lebron scored 50 points,2014
when was the last time lebron scored 50 points,2014
who starred in the pirates of the caribbean,JOHNNY DEPP
who starred in the pirates of the caribbean,JOHNNY DEPP
who starred in the pirates of the caribbean,JOHNNY DEPP
derek and meredith get back together season 3,No
derek and meredith get back together season 3,No
derek and meredith get back together season 3,No
how many seasons of from dusk till dawn are there,3
how many seasons of from dusk till dawn are there,3
how many seasons of from dusk till dawn are there,3
who won la liga in the last 10 years,Barcelona
who won la liga in the last 10 years,Barcelona
who won la liga in the last 10 years,Barcelona
state the position of india in terms of population size,Second
state the position of india in terms of population size,Second
state the position of india in terms of population size,Second
what city was zeus the patron god of,Mount Olympus
what city was zeus the patron god of,Mount Olympus
what city was zeus the patron god of,Mount Olympus
when was hitchhiker's guide to the galaxy made,1979
when was hitchhiker's guide to the galaxy made,1979
when was hitchhiker's guide to the galaxy made,1979
where does new crust come from in sea floor spreading,Magma
where does new crust come from in sea floor spreading,Magma
where does new crust come from in sea floor spreading,Magma
where is iodine found in the periodic table,position 5
where is iodine found in the periodic table,position 5
where is iodine found in the periodic table,position 5
where is the taurus mountains located on a map,located in Turkey
where is the taurus mountains located on a map,located in Turkey
where is the taurus mountains located on a map,located in Turkey
when do new episodes of mindy project air,Tuesdays
when do new episodes of mindy project air,Tuesdays
when do new episodes of mindy project air,Tuesdays
when did vat change from 17.5 to 20,2014
when did vat change from 17.5 to 20,2014
when did vat change from 17.5 to 20,2014
what is the meaning of the song fool on the hill,and vulnerability
what is the meaning of the song fool on the hill,and vulnerability
what is the meaning of the song fool on the hill,and vulnerability
when did the right to buy scheme start,1980
when did the right to buy scheme start,1980
when did the right to buy scheme start,1980
who plays drew's boyfriend on the night shift,Jared Padalecki
who plays drew's boyfriend on the night shift,Jared Padalecki
who plays drew's boyfriend on the night shift,Jared Padalecki
who was the captain of the mayflower when it took the pilgrims to the new world,CAPTAIN_JOHN_SMITH
who was the captain of the mayflower when it took the pilgrims to the new world,CAPTAIN_JOHN_SMITH
who was the captain of the mayflower when it took the pilgrims to the new world,CAPTAIN_JOHN_SMITH
what is the name of the dragon in eragon,Smaug
what is the name of the dragon in eragon,Smaug
what is the name of the dragon in eragon,Smaug
where in the bible is the book of revelation,New Testament
where in the bible is the book of revelation,New Testament
where in the bible is the book of revelation,New Testament
what was the dred scott v sandford case,v. Sandford
what was the dred scott v sandford case,v. Sandford
what was the dred scott v sandford case,v. Sandford
who won college basketball player of the year,Luka Garza
who won college basketball player of the year,Luka Garza
who won college basketball player of the year,Luka Garza
when will notre dame played michigan state again,Soon
when will notre dame played michigan state again,Soon
when will notre dame played michigan state again,Soon
when does the dlc for rainbow six siege come out,December
when does the dlc for rainbow six siege come out,December
when does the dlc for rainbow six siege come out,December
who is credited with the discovery of the neutron,Chadwick
who is credited with the discovery of the neutron,Chadwick
who is credited with the discovery of the neutron,Chadwick
who owns the dower house in the archers,Mr. Green
who owns the dower house in the archers,Mr. Green
who owns the dower house in the archers,Mr. Green
where does cerebrospinal fluid flow to when it exits the cerebral aqueduct,Brain
where does cerebrospinal fluid flow to when it exits the cerebral aqueduct,Brain
where does cerebrospinal fluid flow to when it exits the cerebral aqueduct,Brain
who hosted they think it's all over,The Clash
who hosted they think it's all over,The Clash
who hosted they think it's all over,The Clash
who plays the dwarf king in the hobbit,Bilbo
who plays the dwarf king in the hobbit,Bilbo
who plays the dwarf king in the hobbit,Bilbo
the fellowship of the ring director's cut length,204 minutes
the fellowship of the ring director's cut length,204 minutes
the fellowship of the ring director's cut length,204 minutes
when was the taj mahal built and completed,1653
when was the taj mahal built and completed,1653
when was the taj mahal built and completed,1653
who sings i'm going to soak up the sun,Billie Eilish
who sings i'm going to soak up the sun,Billie Eilish
who sings i'm going to soak up the sun,Billie Eilish
who plays dusty in the movie pure country,Isla Fisher
who plays dusty in the movie pure country,Isla Fisher
who plays dusty in the movie pure country,Isla Fisher
what do the 3 dots mean in math,or option
what do the 3 dots mean in math,or option
what do the 3 dots mean in math,or option
who sang what i like about you originally,The Cardigans
who sang what i like about you originally,The Cardigans
who sang what i like about you originally,The Cardigans
what is the genus of a bald eagle,genus: Haliaeetus
what is the genus of a bald eagle,genus: Haliaeetus
what is the genus of a bald eagle,genus: Haliaeetus
when did we first put a rover on mars,2004
when did we first put a rover on mars,2004
when did we first put a rover on mars,2004
when did the jurassic park movies come out,AND 1997
when did the jurassic park movies come out,AND 1997
when did the jurassic park movies come out,AND 1997
total number of mna in pakistan national assembly,342
total number of mna in pakistan national assembly,342
total number of mna in pakistan national assembly,342
where does jack ryan live in patriot games,Scotland
where does jack ryan live in patriot games,Scotland
where does jack ryan live in patriot games,Scotland
in which country were the two battles of el alamein fought,Egypt
in which country were the two battles of el alamein fought,Egypt
in which country were the two battles of el alamein fought,Egypt
where did the jungle book story come from,Rudyard Kipling
where did the jungle book story come from,Rudyard Kipling
where did the jungle book story come from,Rudyard Kipling
who sang the song should have been a cowboy,Willie Nelson
who sang the song should have been a cowboy,Willie Nelson
who sang the song should have been a cowboy,Willie Nelson
who owns the biggest house in beverly hills,The Vanderbilt family
who owns the biggest house in beverly hills,The Vanderbilt family
who owns the biggest house in beverly hills,The Vanderbilt family
who was the first imperial power that was fighting in vietnam,French
who was the first imperial power that was fighting in vietnam,French
who was the first imperial power that was fighting in vietnam,French
the sons of liberty who were they and what did they do,American patriots
the sons of liberty who were they and what did they do,American patriots
the sons of liberty who were they and what did they do,American patriots
when was the last time it snowed in england on christmas day,1960
when was the last time it snowed in england on christmas day,1960
when was the last time it snowed in england on christmas day,1960
where is the eagle creek fire located in oregon,River Gorge
where is the eagle creek fire located in oregon,River Gorge
where is the eagle creek fire located in oregon,River Gorge
when was the mission san antonio de valero built,1718
when was the mission san antonio de valero built,1718
when was the mission san antonio de valero built,1718
when was the last time dallas cowboys won the super bowl,1995
when was the last time dallas cowboys won the super bowl,1995
when was the last time dallas cowboys won the super bowl,1995
who plays jack in battle of the sexes,Emma Stone
who plays jack in battle of the sexes,Emma Stone
who plays jack in battle of the sexes,Emma Stone
when did gimme gimme gimme start,1999
when did gimme gimme gimme start,1999
when did gimme gimme gimme start,1999
who sings god gave rock and roll to you,Elvis Presley
who sings god gave rock and roll to you,Elvis Presley
who sings god gave rock and roll to you,Elvis Presley
when did the sat become out of 1600,1978
when did the sat become out of 1600,1978
when did the sat become out of 1600,1978
when was beowulf most likely composed when did it's events probably take place,Circa 700
when was beowulf most likely composed when did it's events probably take place,Circa 700
when was beowulf most likely composed when did it's events probably take place,Circa 700
who wrote somewhere there's a place for us,Ervin Drake
who wrote somewhere there's a place for us,Ervin Drake
who wrote somewhere there's a place for us,Ervin Drake
to transplant a nucleus from one cell to another cell a scientist would use,Electropsychoplasty
to transplant a nucleus from one cell to another cell a scientist would use,Electropsychoplasty
to transplant a nucleus from one cell to another cell a scientist would use,Electropsychoplasty
who scored the most goals in premier league season,Mohamed Salah
who scored the most goals in premier league season,Mohamed Salah
who scored the most goals in premier league season,Mohamed Salah
when was the first season of when calls the heart,2014
when was the first season of when calls the heart,2014
when was the first season of when calls the heart,2014
where is salt mined in the united states,Utah
where is salt mined in the united states,Utah
where is salt mined in the united states,Utah
who sings in walk hard the dewey cox story,John Candy
who sings in walk hard the dewey cox story,John Candy
who sings in walk hard the dewey cox story,John Candy
how many different kinds of pokemon cards are there,7
how many different kinds of pokemon cards are there,7
how many different kinds of pokemon cards are there,7
who is entitled to a trial by jury,Citizens
who is entitled to a trial by jury,Citizens
who is entitled to a trial by jury,Citizens
who were the first kings to issue coins bearing their names,King Cyrus
who were the first kings to issue coins bearing their names,King Cyrus
who were the first kings to issue coins bearing their names,King Cyrus
when is the new season of chicago pd,January
when is the new season of chicago pd,January
when is the new season of chicago pd,January
a drug that might be used in surgery for its amnesic properties is,Amnesia
a drug that might be used in surgery for its amnesic properties is,Amnesia
a drug that might be used in surgery for its amnesic properties is,Amnesia
when did the song here comes the boom come out,1985
when did the song here comes the boom come out,1985
when did the song here comes the boom come out,1985
what is the purpose of the terra satelite,environmental data
what is the purpose of the terra satelite,environmental data
what is the purpose of the terra satelite,environmental data
when does the next episode of rebels come out,March 24th
when does the next episode of rebels come out,March 24th
when does the next episode of rebels come out,March 24th
how okd was sean white in his first olympics,was OK
how okd was sean white in his first olympics,was OK
how okd was sean white in his first olympics,was OK
who did the music for your lie in april,Yuki Kajiura
who did the music for your lie in april,Yuki Kajiura
who did the music for your lie in april,Yuki Kajiura
where did the last name taylor originate from,England
where did the last name taylor originate from,England
where did the last name taylor originate from,England
when did canada gain independence from great britain,1934
when did canada gain independence from great britain,1934
when did canada gain independence from great britain,1934
when is last time the astros won the world series,2017
when is last time the astros won the world series,2017
when is last time the astros won the world series,2017
who controls the consolidated fund of the state,State government
who controls the consolidated fund of the state,State government
who controls the consolidated fund of the state,State government
who wrote cant get you out of my head lyrics,Katy Perry
who wrote cant get you out of my head lyrics,Katy Perry
who wrote cant get you out of my head lyrics,Katy Perry
what is the order of the netflix marvel shows,The Defenders
what is the order of the netflix marvel shows,The Defenders
what is the order of the netflix marvel shows,The Defenders
when is the next scandal episode coming out,Soon
when is the next scandal episode coming out,Soon
when is the next scandal episode coming out,Soon
who invented the glasses that give sight to the blind,Sir Francis Galton
who invented the glasses that give sight to the blind,Sir Francis Galton
who invented the glasses that give sight to the blind,Sir Francis Galton
how many times has lake placid hosted the winter olympics,"once, in 1980"
how many times has lake placid hosted the winter olympics,"once, in 1980"
how many times has lake placid hosted the winter olympics,"once, in 1980"
tumhi ho bandhu sakha tumhi cast real name,their permission
tumhi ho bandhu sakha tumhi cast real name,their permission
tumhi ho bandhu sakha tumhi cast real name,their permission
what is the tigers name in life of pi,Pi
what is the tigers name in life of pi,Pi
what is the tigers name in life of pi,Pi
which material is the heaviest in term of density,Uranium
which material is the heaviest in term of density,Uranium
which material is the heaviest in term of density,Uranium
how long is the famous suspension bridge in san francisco and what is it called,Golden Gate Bridge
how long is the famous suspension bridge in san francisco and what is it called,Golden Gate Bridge
how long is the famous suspension bridge in san francisco and what is it called,Golden Gate Bridge
what episode of pll does jenna get her sight back,episode 4x12
what episode of pll does jenna get her sight back,episode 4x12
what episode of pll does jenna get her sight back,episode 4x12
where is south pole located on a map,Antarctica
where is south pole located on a map,Antarctica
where is south pole located on a map,Antarctica
who has hit a double century in the ranji trophy for jharkhand in 2016,Ravindra Jadeja
who has hit a double century in the ranji trophy for jharkhand in 2016,Ravindra Jadeja
who has hit a double century in the ranji trophy for jharkhand in 2016,Ravindra Jadeja
what is the second largest country in asia,China
what is the second largest country in asia,China
what is the second largest country in asia,China
why does overexpression of rtks lead to cancer development,signaling pathways
why does overexpression of rtks lead to cancer development,signaling pathways
why does overexpression of rtks lead to cancer development,signaling pathways
who is the current cruiserweight champion in wwe,Kofi Kingston
who is the current cruiserweight champion in wwe,Kofi Kingston
who is the current cruiserweight champion in wwe,Kofi Kingston
how many states have a cracker barrel restaurant,4
how many states have a cracker barrel restaurant,4
how many states have a cracker barrel restaurant,4
who ruled the ottoman empire in the 1500s,Sultan Ahmed I
who ruled the ottoman empire in the 1500s,Sultan Ahmed I
who ruled the ottoman empire in the 1500s,Sultan Ahmed I
who is the speaker in shooting an elephant,Kipling
who is the speaker in shooting an elephant,Kipling
who is the speaker in shooting an elephant,Kipling
consist of the sum of the fixed and variable costs for any given level of production,Cost
consist of the sum of the fixed and variable costs for any given level of production,Cost
consist of the sum of the fixed and variable costs for any given level of production,Cost
three movies made from agatha christie's novels,Orient Express
three movies made from agatha christie's novels,Orient Express
three movies made from agatha christie's novels,Orient Express
where was the deer hunter hunting scene filmed,Minnesota
where was the deer hunter hunting scene filmed,Minnesota
where was the deer hunter hunting scene filmed,Minnesota
who does the voice of the gorilla in the movie sing,Clint
who does the voice of the gorilla in the movie sing,Clint
who does the voice of the gorilla in the movie sing,Clint
when does the next season of wynonna earp start,Season 4
when does the next season of wynonna earp start,Season 4
when does the next season of wynonna earp start,Season 4
where is the arctic circle located on a world map,part of Earth
where is the arctic circle located on a world map,part of Earth
where is the arctic circle located on a world map,part of Earth
who sang the theme song to step by step,Pat Benatar
who sang the theme song to step by step,Pat Benatar
who sang the theme song to step by step,Pat Benatar
what purpose did seasonal monsoon winds have on trade,Facilitated trade
what purpose did seasonal monsoon winds have on trade,Facilitated trade
what purpose did seasonal monsoon winds have on trade,Facilitated trade
when is the womens ice skating for the olympics,February
when is the womens ice skating for the olympics,February
when is the womens ice skating for the olympics,February
what is the name of the hyena in lion king,Simba
what is the name of the hyena in lion king,Simba
what is the name of the hyena in lion king,Simba
where did the name kaiser permanente come from,Permanente in 1945
where did the name kaiser permanente come from,Permanente in 1945
where did the name kaiser permanente come from,Permanente in 1945
who is covering the winter olympics in canada,CBC
who is covering the winter olympics in canada,CBC
who is covering the winter olympics in canada,CBC
where is the diaphragm located on the human body,body's abdomen
where is the diaphragm located on the human body,body's abdomen
where is the diaphragm located on the human body,body's abdomen
when was the first book made into a movie,Wind (1939)
when was the first book made into a movie,Wind (1939)
when was the first book made into a movie,Wind (1939)
when did the age of new media began,Mid 1990s
when did the age of new media began,Mid 1990s
when did the age of new media began,Mid 1990s
when did the battle of badr take place,624 CE
when did the battle of badr take place,624 CE
when did the battle of badr take place,624 CE
who did the united states fight in the war of 1812,Britain
who did the united states fight in the war of 1812,Britain
who did the united states fight in the war of 1812,Britain
when did red dead redemption 1 come out,2010
when did red dead redemption 1 come out,2010
when did red dead redemption 1 come out,2010
what album is sacrifice by elton john on,Honky Château
what album is sacrifice by elton john on,Honky Château
what album is sacrifice by elton john on,Honky Château
when was the first star wars film released,1977
when was the first star wars film released,1977
when was the first star wars film released,1977
what kind of national legislature did the constitution created,Federal
what kind of national legislature did the constitution created,Federal
what kind of national legislature did the constitution created,Federal
who was kat slater's sisters in eastenders,Eastenders are:
who was kat slater's sisters in eastenders,Eastenders are:
who was kat slater's sisters in eastenders,Eastenders are:
when does the first nba basketball game start,Tonight
when does the first nba basketball game start,Tonight
when does the first nba basketball game start,Tonight
what is the aim of the consumer credit act,Protect consumers
what is the aim of the consumer credit act,Protect consumers
what is the aim of the consumer credit act,Protect consumers
who was the 11th prime minister of canada,Brian Mulroney
who was the 11th prime minister of canada,Brian Mulroney
who was the 11th prime minister of canada,Brian Mulroney
what happens to the rbc in acute hemolytic reaction,RBC lysis
what happens to the rbc in acute hemolytic reaction,RBC lysis
what happens to the rbc in acute hemolytic reaction,RBC lysis
what is the purpose of the national do not call registry,telemarketing calls
what is the purpose of the national do not call registry,telemarketing calls
what is the purpose of the national do not call registry,telemarketing calls
what was the purpose of the enabling act,Enforced federal laws
what was the purpose of the enabling act,Enforced federal laws
what was the purpose of the enabling act,Enforced federal laws
who wrote the song fly me to the moon,Frank Sinatra
who wrote the song fly me to the moon,Frank Sinatra
who wrote the song fly me to the moon,Frank Sinatra
who wrote how do you do it by gerry and the pacemakers,the Pacemakers
who wrote how do you do it by gerry and the pacemakers,the Pacemakers
who wrote how do you do it by gerry and the pacemakers,the Pacemakers
who had the most governmental power under the articles of confederation,King George III
who had the most governmental power under the articles of confederation,King George III
who had the most governmental power under the articles of confederation,King George III
what college does everyone in gossip girl go to,Constance Billard
what college does everyone in gossip girl go to,Constance Billard
what college does everyone in gossip girl go to,Constance Billard
who is allowed to be apart of the european union,member states
who is allowed to be apart of the european union,member states
who is allowed to be apart of the european union,member states
who were the twins that played for kentucky,Aaron Harrison
who were the twins that played for kentucky,Aaron Harrison
who were the twins that played for kentucky,Aaron Harrison
what is the name of the main artery which takes blood from the heart to the body,Aorta
what is the name of the main artery which takes blood from the heart to the body,Aorta
what is the name of the main artery which takes blood from the heart to the body,Aorta
what is meant by the church is one,One
what is meant by the church is one,One
what is meant by the church is one,One
the vascular layer of the eye is the,Retina
the vascular layer of the eye is the,Retina
the vascular layer of the eye is the,Retina
who sang i put a spell on you in hocus pocus,Bette Midler
who sang i put a spell on you in hocus pocus,Bette Midler
who sang i put a spell on you in hocus pocus,Bette Midler
when does closure of the ductus arteriosus occur,After birth
when does closure of the ductus arteriosus occur,After birth
when does closure of the ductus arteriosus occur,After birth
nickname given to railroad executives due to shady practices of their businesses,Robber Barons
nickname given to railroad executives due to shady practices of their businesses,Robber Barons
nickname given to railroad executives due to shady practices of their businesses,Robber Barons
who sings it's my party and i cry if i want to,Leslie Gore
who sings it's my party and i cry if i want to,Leslie Gore
who sings it's my party and i cry if i want to,Leslie Gore
where is the orinoco river located on a map,South America
where is the orinoco river located on a map,South America
where is the orinoco river located on a map,South America
who is jojo in horton hears a who,the cat
who is jojo in horton hears a who,the cat
who is jojo in horton hears a who,the cat
who hosted and won the inagural world cup,England
who hosted and won the inagural world cup,England
who hosted and won the inagural world cup,England
what drug does the mom use in requiem for a dream,Heroin
what drug does the mom use in requiem for a dream,Heroin
what drug does the mom use in requiem for a dream,Heroin
what part of brain is responsible for complex thinking,Prefrontal cortex
what part of brain is responsible for complex thinking,Prefrontal cortex
what part of brain is responsible for complex thinking,Prefrontal cortex
who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier
who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier
who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier
where did the british empire control an entire continent,Africa
where did the british empire control an entire continent,Africa
where did the british empire control an entire continent,Africa
who has won the most masters green jackets,Jack Nicklaus
who has won the most masters green jackets,Jack Nicklaus
who has won the most masters green jackets,Jack Nicklaus
what episode does eleven come in season 1,episode... 2
what episode does eleven come in season 1,episode... 2
what episode does eleven come in season 1,episode... 2
what does it cost to play golf at augusta national,$500
what does it cost to play golf at augusta national,$500
what does it cost to play golf at augusta national,$500
what is the average depth of the english channel,28 feet
what is the average depth of the english channel,28 feet
what is the average depth of the english channel,28 feet
what is the origin of the name marilyn,American origin
what is the origin of the name marilyn,American origin
what is the origin of the name marilyn,American origin
when do you stop being a junior doctor,residency training
when do you stop being a junior doctor,residency training
when do you stop being a junior doctor,residency training
who has the most goals in soccer 2018,Lionel Messi
who has the most goals in soccer 2018,Lionel Messi
who has the most goals in soccer 2018,Lionel Messi
when did refrigerator perry play for the bears,1985
when did refrigerator perry play for the bears,1985
when did refrigerator perry play for the bears,1985
when was the last time vancouver had an earthquake,2011
when was the last time vancouver had an earthquake,2011
when was the last time vancouver had an earthquake,2011
who wrote the poem for whom the bell tolls,Ernest Hemingway
who wrote the poem for whom the bell tolls,Ernest Hemingway
who wrote the poem for whom the bell tolls,Ernest Hemingway
when was the last time giants won superbowl,2012
when was the last time giants won superbowl,2012
when was the last time giants won superbowl,2012
the value in the null hypothesis comes from​ what,Null hypothesis
the value in the null hypothesis comes from​ what,Null hypothesis
the value in the null hypothesis comes from​ what,Null hypothesis
who plays lindsay denton in line of duty,Linda Cardellini
who plays lindsay denton in line of duty,Linda Cardellini
who plays lindsay denton in line of duty,Linda Cardellini
who wrote the first declaration of human rights,Magna Carta
who wrote the first declaration of human rights,Magna Carta
who wrote the first declaration of human rights,Magna Carta
where does patience is a virtue come from,Biblical origin
where does patience is a virtue come from,Biblical origin
where does patience is a virtue come from,Biblical origin
when did scotland last qualify for world cup,1998
when did scotland last qualify for world cup,1998
when did scotland last qualify for world cup,1998
who played nathan scott on one tree hill,Michael Murray
who played nathan scott on one tree hill,Michael Murray
who played nathan scott on one tree hill,Michael Murray
when did marathon change its name to snickers,Never
when did marathon change its name to snickers,Never
when did marathon change its name to snickers,Never
what was the final episode of quantum leap,Quantum Leap
what was the final episode of quantum leap,Quantum Leap
what was the final episode of quantum leap,Quantum Leap
christmas though a christian holiday began as a celebration of,Winter Solstice
christmas though a christian holiday began as a celebration of,Winter Solstice
christmas though a christian holiday began as a celebration of,Winter Solstice
what was the first star trek enterprise ship,Enterprise NX-01
